"iteration","seed","AUC","PR_AUC","mean_difference","standardized_mean_difference","sensitivity","specificity","balanced_accuracy","MCC","F1"
64,20260782,0.991496598639456,0.992642963739881,1.83513666761905,4.04289068332977,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
65,20260783,0.996031746031746,0.996563452132877,1.81020493261905,4.13189659309269,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
66,20260784,1,1,1.88312054047619,4.29489091272355,1,1,1,1,1
67,20260785,1,1,1.85794077666667,4.29733736239775,1,1,1,1,1
68,20260786,0.994897959183673,0.995299465487784,1.83931390285714,4.17855459085933,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
69,20260787,1,1,1.962327965,4.64699645623424,1,1,1,1,1
70,20260788,1,1,1.85833147357143,4.10939815850244,1,1,1,1,1
71,20260789,1,1,1.91975922238095,4.63229790880903,1,1,1,1,1
72,20260790,1,1,1.97074707,4.7569119846251,1,1,1,1,1
73,20260791,1,1,1.92579859690476,4.61690182031334,1,1,1,1,1
74,20260792,0.989795918367347,0.991502285498513,1.73828885761905,3.66433902607569,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
75,20260793,0.993764172335601,0.995011187031485,1.82399404976191,3.86721444484249,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
76,20260794,0.997732426303855,0.997906770788688,1.88226580190476,4.19611299505458,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
77,20260795,0.997165532879819,0.997439737473695,1.78825471642857,3.97889112910947,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
78,20260796,1,1,1.90792873095238,4.34137704374576,1,1,1,1,1
79,20260797,1,1,1.89812599571429,4.61517519674818,1,1,1,1,1
80,20260798,1,1,1.7997721402381,4.0439681049058,1,1,1,1,1
81,20260799,1,1,1.93012514119048,4.42271487962778,1,1,1,1,1
82,20260800,1,1,1.90050848571429,4.55175668528065,1,1,1,1,1
83,20260801,1,1,1.95801949214286,4.49727473246267,1,1,1,1,1
84,20260802,1,1,1.89746477785714,4.46915544442588,1,1,1,1,1
85,20260803,0.99546485260771,0.996151865272853,1.8914370452381,4.16552882535646,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
86,20260804,0.997732426303855,0.997906770788688,1.78805729952381,4.10355377302805,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
87,20260805,0.993197278911565,0.993946915618737,1.78651808571429,3.82481792293626,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
88,20260806,0.996031746031746,0.996563452132877,1.86514664238095,4.24490615672766,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
89,20260807,1,1,1.9316876697619,4.48821018875799,1,1,1,1,1
90,20260808,1,1,1.81286171452381,4.29109621485644,1,1,1,1,1
91,20260809,1,1,1.91728765142857,4.33999884669313,1,1,1,1,1
92,20260810,1,1,1.84647723309524,4.31558061149105,1,1,1,1,1
93,20260811,1,1,1.93939111595238,4.69292136282312,1,1,1,1,1
94,20260812,1,1,1.88425856690476,4.48494765279136,1,1,1,1,1
95,20260813,1,1,1.89082194261905,4.41875373003565,1,1,1,1,1
96,20260814,0.993764172335601,0.995011187031485,1.82370728166667,3.94555616594838,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
97,20260815,1,1,1.90598909523809,4.49954647977504,1,1,1,1,1
98,20260816,1,1,1.87045737428572,4.32343402430985,1,1,1,1,1
99,20260817,1,1,1.91957620071429,4.68016903537928,1,1,1,1,1
100,20260818,0.993764172335601,0.994423180146967,1.77734523214286,3.68645298170017,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
101,20260819,1,1,1.77173993190476,3.97922617039299,1,1,1,1,1
102,20260820,1,1,1.89141343690476,4.2711322774645,1,1,1,1,1
103,20260821,1,1,1.80422191476191,4.25045070409941,1,1,1,1,1
104,20260822,0.991496598639456,0.992642963739881,1.83614414928572,3.98417305185942,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
105,20260823,0.993764172335601,0.994375833600455,1.8871506602381,4.17607032670758,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
106,20260824,0.993197278911565,0.994011593286943,1.87623938047619,4.00250346419508,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
107,20260825,1,1,1.95457237380952,4.74852883736149,1,1,1,1,1
108,20260826,1,1,1.85709170928572,4.3428947422188,1,1,1,1,1
109,20260827,1,1,1.91479110904762,4.45390904977326,1,1,1,1,1
110,20260828,0.992063492063492,0.993079550241287,1.84443159809524,3.82609016245577,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
111,20260829,0.99546485260771,0.996151865272853,1.84188621214286,3.99723401824745,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
112,20260830,1,1,1.80005546833333,4.13111853170994,1,1,1,1,1
113,20260831,1,1,1.90937767142857,4.58499562172606,1,1,1,1,1
114,20260832,1,1,1.85768065595238,4.2798638294165,1,1,1,1,1
115,20260833,0.997732426303855,0.997906770788688,1.86118535595238,4.32303236612151,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
116,20260834,0.990362811791383,0.991938871999919,1.80796999071429,3.92006430504672,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
117,20260835,1,1,1.87407334904762,4.256741279044,1,1,1,1,1
118,20260836,0.99546485260771,0.996151865272853,1.89775414452381,4.20802050376548,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
119,20260837,1,1,1.84086596547619,4.08177705067437,1,1,1,1,1
120,20260838,1,1,1.89658852166667,4.48670020672922,1,1,1,1,1
121,20260839,0.997732426303855,0.997906770788688,1.86482815738095,4.35925309527339,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
122,20260840,1,1,1.90611407047619,4.42000833560897,1,1,1,1,1
123,20260841,1,1,1.89794922571429,4.25584580473709,1,1,1,1,1
124,20260842,1,1,1.89125551404762,4.61945822366669,1,1,1,1,1
125,20260843,1,1,1.82792478166667,4.40094512500374,1,1,1,1,1
126,20260844,1,1,1.86424826952381,4.37802720342805,1,1,1,1,1
127,20260845,1,1,1.85923889714286,4.37702978774,1,1,1,1,1
128,20260846,0.99546485260771,0.996151865272853,1.82491471119048,4.14651064831698,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
129,20260847,0.993764172335601,0.995011187031485,1.727072505,3.74351811481938,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
130,20260848,1,1,1.84729039047619,4.34333589617705,1,1,1,1,1
131,20260849,0.997732426303855,0.997906770788688,1.93091058,4.52366514954164,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
132,20260850,0.993764172335601,0.995011187031485,1.78507437785714,3.76112659385582,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
133,20260851,1,1,1.91713195619048,4.52537679621233,1,1,1,1,1
134,20260852,1,1,1.79867886214286,4.21343799081524,1,1,1,1,1
135,20260853,1,1,1.93928863952381,4.49194946513456,1,1,1,1,1
136,20260854,1,1,1.90802439357143,4.29423265000187,1,1,1,1,1
137,20260855,1,1,1.86202796309524,4.2476234814053,1,1,1,1,1
138,20260856,1,1,1.84713397404762,4.29577888682025,1,1,1,1,1
139,20260857,1,1,1.85987147785714,4.39651677876733,1,1,1,1,1
140,20260858,0.997732426303855,0.997906770788688,1.84981738261905,4.17524345273352,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
141,20260859,1,1,1.89302333142857,4.67128947316639,1,1,1,1,1
142,20260860,1,1,1.85432553404762,4.14063697903199,1,1,1,1,1
143,20260861,1,1,1.88136624428572,4.26697283362785,1,1,1,1,1
144,20260862,1,1,1.89930372952381,4.49412046792871,1,1,1,1,1
145,20260863,1,1,1.90527860261905,4.36115973050743,1,1,1,1,1
146,20260864,1,1,1.92220868357143,4.47746589083458,1,1,1,1,1
147,20260865,1,1,1.86711062404762,4.4525499912507,1,1,1,1,1
148,20260866,1,1,1.81516950833333,4.18459424552539,1,1,1,1,1
149,20260867,1,1,1.92857763095238,4.60271071499415,1,1,1,1,1
150,20260868,0.996031746031746,0.996563452132877,1.77573770261905,3.88005853748645,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
151,20260869,0.99546485260771,0.996151865272853,1.80057065666667,3.89622758357849,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
152,20260870,1,1,1.89495002880952,4.42372182411649,1,1,1,1,1
153,20260871,1,1,1.92261150666667,4.48149050510741,1,1,1,1,1
154,20260872,0.996598639455782,0.996992370114595,1.80244132642857,3.95853719410658,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
155,20260873,0.993764172335601,0.995011187031485,1.84844142404762,3.96090984290868,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
156,20260874,0.996031746031746,0.996563452132877,1.86857742309524,4.12527704908294,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
157,20260875,1,1,1.88017084857143,4.41713581391363,1,1,1,1,1
158,20260876,1,1,1.90783042904762,4.49775728968655,1,1,1,1,1
159,20260877,1,1,1.94651829642857,4.58694054777934,1,1,1,1,1
160,20260878,0.997732426303855,0.997906770788688,1.87283861690476,4.15056730968151,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
161,20260879,1,1,1.81963509238095,4.33241461761271,1,1,1,1,1
162,20260880,1,1,1.85723309333333,4.42932107233921,1,1,1,1,1
163,20260881,0.996598639455782,0.996992370114595,1.86240769357143,4.10546712376394,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
164,20260882,0.997732426303855,0.997906770788688,1.89677985333333,4.40836837937906,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
165,20260883,1,1,1.87770953119048,4.38312350538345,1,1,1,1,1
166,20260884,1,1,1.85842719476191,4.28575209632534,1,1,1,1,1
167,20260885,1,1,1.84241533238095,4.24971690358864,1,1,1,1,1
168,20260886,1,1,1.90482750785714,4.46086688917352,1,1,1,1,1
169,20260887,0.991496598639456,0.992642963739881,1.93947451261905,4.16380692691655,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
170,20260888,1,1,1.86380433952381,4.32746161024629,1,1,1,1,1
171,20260889,1,1,1.93752519642857,4.75421230958731,1,1,1,1,1
172,20260890,0.996031746031746,0.996563452132877,1.87951180857143,4.2801295006253,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
173,20260891,1,1,1.88150026809524,4.45561722893675,1,1,1,1,1
174,20260892,0.993764172335601,0.994423180146967,1.84693624642857,3.98307137324943,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
175,20260893,1,1,1.95666761785714,4.61863721802421,1,1,1,1,1
176,20260894,1,1,1.86395942166667,4.36215205090126,1,1,1,1,1
177,20260895,1,1,1.85478327238095,4.18173911485266,1,1,1,1,1
178,20260896,1,1,1.86679073071429,4.26349541822777,1,1,1,1,1
179,20260897,0.996598639455782,0.996992370114595,1.88650270619048,4.18952052417999,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
180,20260898,1,1,1.93811517095238,4.75205000754053,1,1,1,1,1
181,20260899,0.992063492063492,0.993054550599905,1.77082933190476,3.77443006058689,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
182,20260900,1,1,1.90475545333333,4.5348231445416,1,1,1,1,1
183,20260901,1,1,1.84394567904762,4.21275641008284,1,1,1,1,1
184,20260902,1,1,1.88006441619048,4.44651553172534,1,1,1,1,1
185,20260903,1,1,1.91363392571429,4.5612659107488,1,1,1,1,1
186,20260904,0.997165532879819,0.997439737473695,1.91348871571429,4.32077592766513,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
187,20260905,0.997732426303855,0.997906770788688,1.89689977190476,4.28533976834671,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
188,20260906,1,1,1.94616564333333,4.54651570274841,1,1,1,1,1
189,20260907,1,1,1.98978488785714,4.89586654025133,1,1,1,1,1
190,20260908,0.996031746031746,0.996563452132877,1.89322201547619,4.24106003897956,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
191,20260909,1,1,1.87734574214286,4.45062894964971,1,1,1,1,1
192,20260910,1,1,1.89177295095238,4.3872840339228,1,1,1,1,1
193,20260911,1,1,1.78760016380952,4.1201649460282,1,1,1,1,1
194,20260912,1,1,1.84336549904762,4.34932200925676,1,1,1,1,1
195,20260913,1,1,1.86188267214286,4.38805817964769,1,1,1,1,1
196,20260914,1,1,1.87095848928571,4.39095516208953,1,1,1,1,1
197,20260915,0.993764172335601,0.994423180146967,1.86950302690476,4.04213832449255,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
198,20260916,1,1,1.8537940352381,4.3456696490951,1,1,1,1,1
199,20260917,0.993764172335601,0.994423180146967,1.80462942380952,3.84383774950832,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
200,20260918,0.993764172335601,0.995011187031485,1.86614737928571,4.12890914312185,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
201,20260919,1,1,1.81025754,4.07684858398655,1,1,1,1,1
202,20260920,1,1,1.87937497595238,4.29780321929869,1,1,1,1,1
203,20260921,1,1,1.86317151190476,4.36769863450531,1,1,1,1,1
204,20260922,1,1,1.92741454380952,4.67492274756495,1,1,1,1,1
205,20260923,1,1,1.90272381190476,4.55141896582041,1,1,1,1,1
206,20260924,0.997165532879819,0.997439737473695,1.79948634,3.80934860624014,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
207,20260925,1,1,1.92620526666667,4.4786898888739,1,1,1,1,1
208,20260926,0.996598639455782,0.996992370114595,1.86046538833333,4.30747033308344,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
209,20260927,1,1,1.90353693285714,4.41779493411994,1,1,1,1,1
210,20260928,1,1,1.92416438452381,4.40000153837117,1,1,1,1,1
211,20260929,0.993764172335601,0.995011187031485,1.87968546166667,4.09991552454351,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
212,20260930,0.997732426303855,0.997906770788688,1.86380906952381,4.30428874992468,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
213,20260931,1,1,1.93210776166667,4.52793744448675,1,1,1,1,1
214,20260932,1,1,1.83692211619048,4.20433464036368,1,1,1,1,1
215,20260933,1,1,1.96369130190476,4.51651323074333,1,1,1,1,1
216,20260934,0.997732426303855,0.997906770788688,1.86964877571429,4.28299715745383,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
217,20260935,1,1,1.95154574880952,4.77393783406658,1,1,1,1,1
218,20260936,0.991496598639456,0.992642963739881,1.85911492309524,3.85928289306435,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
219,20260937,0.993764172335601,0.995011187031485,1.87589771619048,4.08646039544748,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
220,20260938,0.996598639455782,0.996992370114595,1.82084918571429,4.08707444823253,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
221,20260939,0.996031746031746,0.996563452132877,1.85582599619048,4.04494505807631,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
222,20260940,0.996031746031746,0.996563452132877,1.75661600142857,3.82780137987235,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
223,20260941,1,1,1.91172669714286,4.40265303310011,1,1,1,1,1
224,20260942,0.997732426303855,0.997906770788688,1.89075324571429,4.37485340915667,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
225,20260943,1,1,1.90124864571429,4.56872666830922,1,1,1,1,1
226,20260944,1,1,1.89943112309524,4.37517660909923,1,1,1,1,1
227,20260945,0.997732426303855,0.997906770788688,1.85288858714286,4.31219675960049,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
228,20260946,1,1,1.88308624404762,4.33019784679329,1,1,1,1,1
229,20260947,1,1,1.8751145847619,4.41652556788937,1,1,1,1,1
230,20260948,1,1,1.86497590904762,4.30338181037286,1,1,1,1,1
231,20260949,1,1,1.85434911809524,4.37560143265191,1,1,1,1,1
232,20260950,1,1,1.87798502761905,4.41643401088884,1,1,1,1,1
233,20260951,1,1,1.88757761095238,4.51274626861513,1,1,1,1,1
234,20260952,0.996598639455782,0.996992370114595,1.89122102738095,4.25816929366079,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
235,20260953,0.993197278911565,0.994011593286943,1.82545921214286,3.96935428631593,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
236,20260954,1,1,1.90089062833333,4.44348257617677,1,1,1,1,1
237,20260955,0.996031746031746,0.996563452132877,1.85036830738095,4.13104024114456,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
238,20260956,1,1,1.84743973,4.14579591786663,1,1,1,1,1
239,20260957,1,1,1.84771627619048,4.28684439740073,1,1,1,1,1
240,20260958,1,1,1.92516922095238,4.52336201704937,1,1,1,1,1
241,20260959,1,1,1.89300482880952,4.43420505966343,1,1,1,1,1
242,20260960,1,1,1.88084363333333,4.45155583415589,1,1,1,1,1
243,20260961,0.994897959183673,0.995299465487784,1.79425972166667,3.94344686313702,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
244,20260962,1,1,1.97762943642857,4.61123950700738,1,1,1,1,1
245,20260963,1,1,1.87740567714286,4.33464177833274,1,1,1,1,1
246,20260964,0.993764172335601,0.995011187031485,1.86984610119048,4.09792558338026,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
247,20260965,1,1,1.86544574166667,4.25536014503206,1,1,1,1,1
248,20260966,1,1,1.78754532571429,4.06585128777173,1,1,1,1,1
249,20260967,0.997732426303855,0.997906770788688,1.9233732397619,4.5332713393917,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
250,20260968,1,1,1.90117941595238,4.46958977729967,1,1,1,1,1
251,20260969,1,1,1.88070376619048,4.41575008596529,1,1,1,1,1
252,20260970,1,1,1.88015559309524,4.41713547803341,1,1,1,1,1
253,20260971,1,1,1.90602046333333,4.64718423680578,1,1,1,1,1
254,20260972,1,1,1.90832024190476,4.4328864126728,1,1,1,1,1
255,20260973,1,1,1.82794783285714,4.17031536143871,1,1,1,1,1
256,20260974,1,1,1.92368598357143,4.55866800134328,1,1,1,1,1
257,20260975,0.997732426303855,0.997906770788688,1.85468755452381,4.23395621107994,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
258,20260976,1,1,1.89798217285714,4.27439875202051,1,1,1,1,1
259,20260977,0.996031746031746,0.996563452132877,1.79303251690476,4.00409878269558,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
260,20260978,1,1,1.88425573261905,4.34787480820799,1,1,1,1,1
261,20260979,0.99546485260771,0.996151865272853,1.8694707147619,4.09143344347043,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
262,20260980,1,1,1.88601427785714,4.44392379509775,1,1,1,1,1
263,20260981,0.997732426303855,0.997906770788688,1.75737325380952,3.93009487079029,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
264,20260982,0.993764172335601,0.995011187031485,1.91210478904762,4.28643778656121,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
265,20260983,0.997732426303855,0.997906770788688,1.8237419047619,4.07261090246422,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
266,20260984,1,1,1.91910928666667,4.30747703687122,1,1,1,1,1
267,20260985,1,1,1.88017030166667,4.26987418457121,1,1,1,1,1
268,20260986,0.997165532879819,0.997439737473695,1.82039359238095,4.02508180497822,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
269,20260987,1,1,1.95264343261905,4.567840451499,1,1,1,1,1
270,20260988,0.997732426303855,0.997906770788688,1.90812422214286,4.51972029389355,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
271,20260989,1,1,1.85017491785714,4.15970933939858,1,1,1,1,1
272,20260990,1,1,1.85584763547619,4.224498618099,1,1,1,1,1
273,20260991,1,1,1.95747876261905,4.54863441754738,1,1,1,1,1
274,20260992,1,1,1.91237592333333,4.54296278880046,1,1,1,1,1
275,20260993,0.994331065759637,0.994852098128685,1.7306403097619,3.67161408506725,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
276,20260994,1,1,1.94990374809524,4.58157743734891,1,1,1,1,1
277,20260995,0.996031746031746,0.996563452132877,1.88552438666667,4.23813097113213,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
278,20260996,0.993764172335601,0.994423180146967,1.82115639857143,3.96556110573857,0.952380952380952,1,0.976190476190476,0.953462589245592,0.975609756097561
279,20260997,0.997732426303855,0.997906770788688,1.91351422833333,4.39002469410785,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
280,20260998,1,1,1.86881804452381,4.25727271889445,1,1,1,1,1
281,20260999,1,1,1.94169723738095,4.6642864913155,1,1,1,1,1
282,20261000,1,1,1.92963474595238,4.67404426125343,1,1,1,1,1
283,20261001,0.996031746031746,0.996563452132877,1.85557341142857,3.97552865053764,0.976190476190476,1,0.988095238095238,0.976467291870559,0.987951807228916
