"gene","module"
"DNAJC11","turquoise"
"DNAJC13","black"
"DNAJC14","blue"
"DNAJC15","grey"
"DNAJC16","grey"
"DNAJC17","turquoise"
"DNAJC19","blue"
"DNAJC2","blue"
"DNAJC21","blue"
"DNAJC25","yellow"
"DNAJC25-GNG10 ","yellow"
"DNAJC27","black"
"DNAJC3","yellow"
"DNAJC30","turquoise"
"DNAJC4","black"
"DNAJC5","red"
"DNAJC6","pink"
"DNAJC7","blue"
"DNAJC8","blue"
"DNAJC9","blue"
"DNAJC9 ","blue"
"DNAL4","grey"
"DNALI1","grey"
"DNASE1","grey"
"DNASE1L1","black"
"DNASE2","turquoise"
"DND1","grey"
"DNHD1","grey"
"DNLZ","turquoise"
"DNM1","brown"
"DNM1L","blue"
"DNM1P35","brown"
"DNM2","red"
"DNM3","grey"
"DNMBP","grey"
"DNMT1","turquoise"
"DNMT3A","green"
"DNPEP","turquoise"
"DNTTIP1","red"
"DNTTIP2","yellow"
"DOC2A","brown"
"DOCK10","blue"
"DOCK11","yellow"
"DOCK2","green"
"DOCK4","yellow"
"DOCK5","green"
"DOCK6","brown"
"DOCK8","yellow"
"DOCK9","turquoise"
"DOHH","pink"
"DOK1","red"
"DOK2","turquoise"
"DOK3","red"
"DOK4","grey"
"DOLK","turquoise"
"DOM3Z","brown"
"DONSON","blue"
"DOPEY1","blue"
"DOPEY2","blue"
"DPAGT1","turquoise"
"DPCD","pink"
"DPEP2","green"
"DPEP3","green"
"DPF1","brown"
"DPF2","green"
"DPH1 ","turquoise"
"DPH2","turquoise"
"DPH3","black"
"DPH3B","brown"
"DPH5","blue"
"DPM1","yellow"
"DPM2","pink"
"DPM3","turquoise"
"DPP3","grey"
"DPP4","turquoise"
"DPP6","brown"
"DPP7","turquoise"
"DPP8","green"
"DPP9","grey"
"DPPA4","brown"
"DPY19L1","yellow"
"DPY19L2P2","grey"
"DPY19L3","black"
"DPY30","yellow"
"DPY30 ","yellow"
"DPYD","yellow"
"DPYSL2","blue"
"DPYSL4","brown"
"DR1","yellow"
"DRAM1","black"
"DRAM2","yellow"
"DRAP1","grey"
"DRG1","turquoise"
"DRG2","turquoise"
"DSC2","yellow"
"DSCR10","brown"
"DSCR3","yellow"
"DSE","yellow"
"DSN1","blue"
"DSTN","blue"
"DSTYK","green"
"DTD1","turquoise"
"DTNB","grey"
"DTNBP1","black"
"DTWD1","blue"
"DTX1","grey"
"DTX2","red"
"DTX3L","grey"
"DTX4","grey"
"DTYMK","grey"
"DULLARD","grey"
"DUOXA1","brown"
"DUS1L","turquoise"
"DUS2L","grey"
"DUS3L","grey"
"DUSP1","yellow"
"DUSP10","grey"
"DUSP11","yellow"
"DUSP12","blue"
"DUSP13","black"
"DUSP14","turquoise"
"DUSP16","grey"
"DUSP18","red"
"DUSP2","turquoise"
"DUSP22","red"
"DUSP23","turquoise"
"DUSP26","brown"
"DUSP28","blue"
"DUSP3","red"
"DUSP5","blue"
"DUSP6","blue"
"DUSP8","turquoise"
"DUT","turquoise"
"DUX4 ","brown"
"DVL1","turquoise"
"DVL2","turquoise"
"DVL3","green"
"DYM","grey"
"DYNC1H1","turquoise"
"DYNC1I2","yellow"
"DYNC1I2 ","grey"
"DYNC1LI1","yellow"
"DYNC1LI2","black"
"DYNC2LI1","grey"
"DYNLL1","pink"
"DYNLL2","grey"
"DYNLRB1","grey"
"DYNLT1","black"
"DYNLT3","yellow"
"DYRK1A","yellow"
"DYRK1B","brown"
"DYRK2","turquoise"
"DYRK3","pink"
"DYRK4","black"
"DYSF","red"
"DZIP3","turquoise"
"E2F1","pink"
"E2F2","pink"
"E2F3","red"
"E2F4","pink"
"E2F5","blue"
"E4F1","turquoise"
"EAF1","yellow"
"EAF2","black"
"EAPP","yellow"
"EBAG9","blue"
"EBF1","blue"
"EBF3","brown"
"EBI3","grey"
"EBNA1BP2","turquoise"
"EBP","turquoise"
"EBPL","yellow"
"ECD","grey"
"ECE1","red"
"ECE2","brown"
"ECH1 ","turquoise"
"ECHDC1","yellow"
"ECHDC2","turquoise"
"ECHDC3","black"
"ECHS1","turquoise"
"ECSIT","pink"
"ECT2","yellow"
"EDARADD ","black"
"EDC3","red"
"EDC4","turquoise"
"EDEM1","yellow"
"EDEM2","red"
"EDEM3","yellow"
"EDF1","turquoise"
"EDNRB","grey"
"EEA1","yellow"
"EED","blue"
"EEF1A1","blue"
"EEF1B2","blue"
"EEF1D","turquoise"
"EEF1E1","blue"
"EEF1G","turquoise"
"EEF1G ","turquoise"
"EEF2","turquoise"
"EEF2K","turquoise"
"EEPD1","green"
"EFCAB1","brown"
"EFCAB2","grey"
"EFCAB4A","brown"
"EFEMP2","brown"
"EFHA1","yellow"
"EFHC2","grey"
"EFHD2","red"
"EFNA1","grey"
"EFNA3","brown"
"EFNA4","turquoise"
"EFNB3","brown"
"EFR3A","yellow"
"EFS","brown"
"EFTUD1","blue"
"EFTUD2","turquoise"
"EGF","grey"
"EGFL7","grey"
"EGFR","brown"
"EGLN1","yellow"
"EGLN2","red"
"EGR1","grey"
"EGR3","grey"
"EHBP1","blue"
"EHBP1L1","red"
"EHD1","red"
"EHD3","grey"
"EHD4","turquoise"
"EHMT1","green"
"EHMT2","turquoise"
"EI24","turquoise"
"EID1","turquoise"
"EID2","blue"
"EIF1","pink"
"EIF1AD","blue"
"EIF1AX","blue"
"EIF1AY","grey"
"EIF1B","pink"
"EIF2A","blue"
"EIF2AK1","pink"
"EIF2AK2","grey"
"EIF2AK3","blue"
"EIF2AK4","blue"
"EIF2B1","blue"
"EIF2B2","grey"
"EIF2B3","turquoise"
"EIF2B4","turquoise"
"EIF2B5","turquoise"
"EIF2C1","green"
"EIF2C2","pink"
"EIF2C3","green"
"EIF2C4","yellow"
"EIF2S1","turquoise"
"EIF2S2","yellow"
"EIF2S3","blue"
"EIF3A","blue"
"EIF3B","pink"
"EIF3C ","turquoise"
"EIF3D","turquoise"
"EIF3E","blue"
"EIF3F","turquoise"
"EIF3G","turquoise"
"EIF3H","turquoise"
"EIF3I","turquoise"
"EIF3J","pink"
"EIF3K","turquoise"
"EIF3L","turquoise"
"EIF3L ","turquoise"
"EIF3M","blue"
"EIF4A1","turquoise"
"EIF4A2","blue"
"EIF4A2 ","brown"
"EIF4A3","blue"
"EIF4B","turquoise"
"EIF4E","yellow"
"EIF4E2","grey"
"EIF4E3","black"
"EIF4EBP1","turquoise"
"EIF4EBP2","pink"
"EIF4ENIF1","blue"
"EIF4G1","grey"
"EIF4G2","yellow"
"EIF4G3","black"
"EIF4H","blue"
"EIF5","grey"
"EIF5A","pink"
"EIF5A ","pink"
"EIF5B","turquoise"
"EIF6","grey"
"ELAC2","turquoise"
"ELANE","grey"
"ELAVL1","blue"
"ELAVL3","grey"
"ELF1","green"
"ELF2","green"
"ELF4","green"
"ELK1","grey"
"ELK3","blue"
"ELL","red"
"ELL2","pink"
"ELMO1","green"
"ELMO2","black"
"ELMOD2","yellow"
"ELMOD3","grey"
"ELOF1","pink"
"ELOVL1","green"
"ELOVL5","yellow"
"ELOVL6","pink"
"ELOVL7","grey"
"ELP2","blue"
"ELP3","turquoise"
"ELP4","turquoise"
"ELSPBP1","brown"
"EMB","black"
"EMB ","black"
"EMD","grey"
"EMG1","turquoise"
"EMID1","brown"
"EMILIN1","brown"
"EMILIN2","black"
"EMILIN3","brown"
"EML2","black"
"EML3","green"
"EML4","yellow"
"EMP1","grey"
"EMP3","grey"
"EMR1","black"
"EMR2","grey"
"EMR3","green"
"ENC1","grey"
"ENDOD1","pink"
"ENDOG","turquoise"
"ENG","brown"
"ENGASE","grey"
"ENKUR","brown"
"ENO1","black"
"ENO1 ","black"
"ENO2","brown"
"ENOPH1","blue"
"ENOSF1","turquoise"
"ENOX2","blue"
"ENPP4","yellow"
"ENSA","grey"
"ENTPD1","black"
"ENTPD4","yellow"
"ENTPD5","pink"
"ENTPD6","brown"
"ENTPD7","black"
"ENTPD8","brown"
"ENY2","black"
"EOMES","turquoise"
"EP300","green"
"EP400","turquoise"
"EPAS1","black"
"EPB41","pink"
"EPB41L2","blue"
"EPB41L3","blue"
"EPB41L4B","grey"
"EPB41L5","grey"
"EPB42","pink"
"EPB49","pink"
"EPC1","yellow"
"EPC2","yellow"
"EPHA4","turquoise"
"EPHA8","brown"
"EPHB1","grey"
"EPHB3","brown"
"EPHB4","grey"
"EPHB6","grey"
"EPHX2","turquoise"
"EPM2AIP1","yellow"
"EPN1","brown"
"EPN2","brown"
"EPPK1","grey"
"EPRS","turquoise"
"EPS15","yellow"
"EPS15L1","green"
"EPS8L2","brown"
"EPSTI1","grey"
"EPT1","blue"
"ERAL1","pink"
"ERAP1","blue"
"ERAP2","blue"
"ERBB2","brown"
"ERBB2IP","yellow"
"ERC1","grey"
"ERCC1","turquoise"
"ERCC2","grey"
"ERCC3","blue"
"ERCC4","blue"
"ERCC5","blue"
"ERCC6","grey"
"ERCC8","grey"
"ERF","grey"
"ERG","grey"
"ERGIC1","green"
"ERGIC2","yellow"
"ERGIC3","turquoise"
"ERH","black"
"ERI1","black"
"ERI2","blue"
"ERICH1","green"
"ERLEC1","yellow"
"ERLIN1","black"
"ERLIN2","yellow"
"ERMAP","pink"
"ERMN","grey"
"ERMP1","turquoise"
"ERN1","brown"
"ERN2","brown"
"ERO1L","black"
"ERO1LB","yellow"
"ERP27","grey"
"ERP29","turquoise"
"ERP44","yellow"
"ERV3 ","grey"
"ERVWE1","grey"
"ESAM","grey"
"ESCO1","yellow"
"ESD","turquoise"
"ESF1","blue"
"ESPN","brown"
"ESPNL","brown"
"ESR1","brown"
"ESR2","brown"
"ESRRA","grey"
"ESYT1","turquoise"
"ESYT2","blue"
"ESYT3","brown"
"ETF1","yellow"
"ETFA","grey"
"ETFB","grey"
"ETFDH","yellow"
"ETHE1","grey"
"ETNK1","yellow"
"ETS1","blue"
"ETS2","black"
"ETV1","brown"
"ETV3","grey"
"ETV3L","brown"
"ETV4","brown"
"ETV6","red"
"ETV7","grey"
"EVI2A","yellow"
"EVI2B","yellow"
"EVI5","yellow"
"EVI5L","brown"
"EVL","turquoise"
"EVPLL ","brown"
"EVX1","brown"
"EVX2","brown"
"EWSR1","blue"
"EXD3","grey"
"EXO1","pink"
"EXOC1","yellow"
"EXOC2","blue"
"EXOC3","red"
"EXOC4","grey"
"EXOC5","yellow"
"EXOC6","black"
"EXOC7","red"
"EXOC8","yellow"
"EXOSC1","turquoise"
"EXOSC10","turquoise"
"EXOSC2","turquoise"
"EXOSC3","yellow"
"EXOSC4","black"
"EXOSC5","turquoise"
"EXOSC6","blue"
"EXOSC7","turquoise"
"EXOSC8","blue"
"EXOSC9","turquoise"
"EXT1","red"
"EXT2","blue"
"EXTL3","green"
"EYA2","brown"
"EYA3","grey"
"EZH1","green"
"EZH2","grey"
"EZR","turquoise"
"F11R","green"
"F12","grey"
"F13A1","grey"
"F2","brown"
"F2RL1","yellow"
"F2RL3","brown"
"F5","red"
"F8","black"
"F8A1 ","green"
"FA2H","brown"
"FAAH","brown"
"FABP5","blue"
"FABP5 ","blue"
"FADD","red"
"FADS1","grey"
"FADS2","brown"
"FADS3","brown"
"FAF1","turquoise"
"FAF2","yellow"
"FAH","grey"
"FAHD1","pink"
"FAHD2A","turquoise"
"FAHD2A ","turquoise"
"FAIM2","brown"
"FAIM3","turquoise"
"FAM100A","pink"
"FAM100B","grey"
"FAM101B","red"
"FAM102A","turquoise"
"FAM102B","yellow"
"FAM103A1","yellow"
"FAM104A","pink"
"FAM104B","pink"
"FAM105A","black"
"FAM105B","grey"
"FAM107A","grey"
"FAM107B","black"
"FAM108A1 ","turquoise"
"FAM108B1","blue"
"FAM108C1","yellow"
"FAM109A","brown"
"FAM10A4 ","pink"
"FAM110A","grey"
"FAM110B","black"
"FAM111A","blue"
"FAM113A","turquoise"
"FAM113B","turquoise"
"FAM114A1","grey"
"FAM114A2","yellow"
"FAM115C","brown"
"FAM116A","yellow"
"FAM116B","brown"
"FAM117A","pink"
"FAM117B","blue"
"FAM118A","turquoise"
"FAM118B","yellow"
"FAM119A","blue"
"FAM120A","green"
"FAM120AOS","yellow"
"FAM120B","green"
"FAM122A","pink"
"FAM122B","blue"
"FAM124A","grey"
"FAM125B","grey"
"FAM126A","blue"
"FAM126B","yellow"
"FAM127A","grey"
"FAM127B","grey"
"FAM128A","turquoise"
"FAM128A ","turquoise"
"FAM128B","turquoise"
"FAM129A","red"
"FAM129B","grey"
"FAM129C","turquoise"
"FAM131A","grey"
"FAM132A","brown"
"FAM133B ","yellow"
"FAM134A","pink"
"FAM134B","grey"
"FAM134C","grey"
"FAM136A","blue"
"FAM136B","brown"
"FAM138A ","brown"
"FAM13A","grey"
"FAM13B","yellow"
"FAM149B1","yellow"
"FAM151A","brown"
"FAM151B","black"
"FAM153A ","turquoise"
"FAM153B","grey"
"FAM153C","brown"
"FAM156A ","blue"
"FAM157B ","red"
"FAM158A","grey"
"FAM159A","grey"
"FAM160A2","red"
"FAM160B1","yellow"
"FAM160B2","turquoise"
"FAM162A","blue"
"FAM163A","brown"
"FAM163B ","brown"
"FAM164A","turquoise"
"FAM165B","turquoise"
"FAM168A","grey"
"FAM168B","blue"
"FAM169A","turquoise"
"FAM172A","yellow"
"FAM173A","turquoise"
"FAM173B","grey"
"FAM174A","yellow"
"FAM175A","blue"
"FAM175B","blue"
"FAM176B","grey"
"FAM177A1","black"
"FAM177B","grey"
"FAM178A","blue"
"FAM179A","grey"
"FAM179B","blue"
"FAM181B","brown"
"FAM185A","brown"
"FAM188A","yellow"
"FAM188B","brown"
"FAM189B","grey"
"FAM18A","brown"
"FAM18B ","yellow"
"FAM18B2","brown"
"FAM190B","blue"
"FAM192A","green"
"FAM193A","green"
"FAM193B","green"
"FAM195A","turquoise"
"FAM195B","grey"
"FAM198B","yellow"
"FAM199X","yellow"
"FAM200B","red"
"FAM20A","black"
"FAM20B","pink"
"FAM20C","grey"
"FAM21A ","grey"
"FAM21C ","grey"
"FAM22F","brown"
"FAM22F ","brown"
"FAM26F","grey"
"FAM30A ","grey"
"FAM32A","yellow"
"FAM35A ","blue"
"FAM36A","blue"
"FAM38A","turquoise"
"FAM3A","pink"
"FAM3B","grey"
"FAM3C","blue"
"FAM40A","grey"
"FAM43A","blue"
"FAM45A","yellow"
"FAM45A ","red"
"FAM46A","green"
"FAM46B","brown"
"FAM46C","pink"
"FAM48A","yellow"
"FAM49A","green"
"FAM49B","yellow"
"FAM50A","turquoise"
"FAM50B","blue"
"FAM53B","turquoise"
"FAM53C","red"
"FAM54B","grey"
"FAM55C","yellow"
"FAM57B","brown"
"FAM58A","turquoise"
"FAM58B","brown"
"FAM60A","blue"
"FAM63A","red"
"FAM63B","black"
"FAM64A","brown"
"FAM65A","green"
"FAM65B","red"
"FAM69B","pink"
"FAM70B","brown"
"FAM71D ","green"
"FAM71E2","brown"
"FAM72A ","grey"
"FAM73B","grey"
"FAM76A","blue"
"FAM76B","yellow"
"FAM78A","turquoise"
"FAM82A1","grey"
"FAM82A2","pink"
"FAM82B","black"
"FAM83A","pink"
"FAM83C","brown"
"FAM83E","brown"
"FAM86C","brown"
"FAM89A","black"
"FAM89B","grey"
"FAM8A1","yellow"
"FAM91A1","yellow"
"FAM91A1 ","yellow"
"FAM96A","yellow"
"FAM96B","turquoise"
"FAM98A","blue"
"FAM98B","blue"
"FAM98C","grey"
"FANCA","grey"
"FANCB","grey"
"FANCD2","grey"
"FANCE","brown"
"FANCF","blue"
"FANCI","grey"
"FANCL","blue"
"FAR1","yellow"
"FAR2","black"
"FARP1","grey"
"FARS2","turquoise"
"FARSA","turquoise"
"FARSB","turquoise"
"FAS","yellow"
"FASLG","turquoise"
"FASN","brown"
"FASTK","grey"
"FASTKD1","blue"
"FASTKD2","blue"
"FASTKD3","yellow"
"FASTKD5","yellow"
"FAU","turquoise"
"FBF1","brown"
"FBL","turquoise"
"FBLIM1","brown"
"FBLN2","brown"
"FBN1","black"
"FBN2","grey"
"FBP1","grey"
"FBRS","red"
"FBRSL1","turquoise"
"FBXL12","blue"
"FBXL13","red"
"FBXL15","turquoise"
"FBXL16","turquoise"
"FBXL17","blue"
"FBXL18","grey"
"FBXL19","grey"
"FBXL20","red"
"FBXL3","yellow"
"FBXL4","grey"
"FBXL5","yellow"
"FBXL6","grey"
"FBXL8","grey"
"FBXO11","red"
"FBXO18","grey"
"FBXO2","brown"
"FBXO21","turquoise"
"FBXO22","blue"
"FBXO24","brown"
"FBXO25","turquoise"
"FBXO28","yellow"
"FBXO3","yellow"
"FBXO30","black"
"FBXO31","turquoise"
"FBXO32","turquoise"
"FBXO33","yellow"
"FBXO34","yellow"
"FBXO38","yellow"
"FBXO4","blue"
"FBXO41","grey"
"FBXO42","green"
"FBXO44","grey"
"FBXO45","blue"
"FBXO5","blue"
"FBXO6","grey"
"FBXO7","pink"
"FBXO8","yellow"
"FBXO9","pink"
"FBXW11","yellow"
"FBXW2","black"
"FBXW4","pink"
"FBXW4P1","brown"
"FBXW5","red"
"FBXW7","green"
"FBXW8","brown"
"FCAR","black"
"FCER1A","turquoise"
"FCER1G","black"
"FCER2","grey"
"FCF1","blue"
"FCF1 ","blue"
"FCGR1A","black"
"FCGR1B","black"
"FCGR2A","red"
"FCGR2A ","red"
"FCGR2B","green"
"FCGR3A","blue"
"FCGR3A ","grey"
"FCGR3B","grey"
"FCGRT","green"
"FCHO1","grey"
"FCHO2","yellow"
"FCHSD1","green"
"FCHSD2","yellow"
"FCN1","green"
"FCN2","brown"
"FCN3","brown"
"FCRL1","black"
"FCRL2","grey"
"FCRL3","turquoise"
"FCRL5","grey"
"FCRL6","turquoise"
"FCRLA","turquoise"
"FDFT1","pink"
"FDPS","grey"
"FDX1","blue"
"FECH","pink"
"FEM1A","pink"
"FEM1B","grey"
"FEM1C","black"
"FEN1","grey"
"FER","grey"
"FERMT1","grey"
"FERMT3","black"
"FES","red"
"FETUB","brown"
"FEZ2","green"
"FFAR1","brown"
"FFAR2","grey"
"FFAR3","black"
"FGD2","grey"
"FGD3","green"
"FGD4","black"
"FGD6","turquoise"
"FGF11","brown"
"FGF13","black"
"FGF3","brown"
"FGFBP2","turquoise"
"FGFR1","grey"
"FGFR1OP","yellow"
"FGFR1OP2","yellow"
"FGFR2","brown"
"FGFR4","grey"
"FGFRL1","brown"
"FGGY","black"
"FGL2","green"
"FGR","black"
"FH","turquoise"
"FHAD1","brown"
"FHDC1","pink"
"FHIT","turquoise"
"FHL1","grey"
"FHL2","pink"
"FHL3","green"
"FHOD1","red"
"FIBCD1","brown"
"FIBP","black"
"FICD","grey"
"FIG4","black"
"FIGNL1","blue"
"FIP1L1","blue"
"FIS1","pink"
"FITM1","pink"
"FKBP11","turquoise"
"FKBP15","red"
"FKBP1A","red"
"FKBP1A ","black"
"FKBP1B","pink"
"FKBP2","turquoise"
"FKBP3","blue"
"FKBP4","grey"
"FKBP5","black"
"FKBP8","brown"
"FKBP9","brown"
"FKBP9 ","black"
"FKBPL","grey"
"FKRP","grey"
"FKSG43 ","green"
"FLAD1","turquoise"
"FLCN","pink"
"FLI1","yellow"
"FLII","red"
"FLJ10213","red"
"FLJ10357","grey"
"FLJ14107","red"
"FLJ14186 ","grey"
"FLJ23867 ","black"
"FLJ35220","grey"
"FLJ36031","red"
"FLJ36777","grey"
"FLJ39632 ","brown"
"FLJ40448","grey"
"FLJ42393","grey"
"FLJ44635","brown"
"FLJ44653","brown"
"FLJ45340","red"
"FLJ45340 ","red"
"FLJ45445","red"
"FLJ45445 ","red"
"FLNA","grey"
"FLNB","grey"
"FLOT1","black"
"FLOT2","red"
"FLT3","grey"
"FLT3LG","turquoise"
"FLT4","brown"
"FLVCR1","turquoise"
"FLVCR2","black"
"FLYWCH1","brown"
"FLYWCH2","grey"
"FMN1","yellow"
"FMNL1","green"
"FMNL2","grey"
"FMO1","brown"
"FMR1","yellow"
"FN3K","grey"
"FN3KRP","turquoise"
"FNBP1","green"
"FNBP4","blue"
"FNDC3A","yellow"
"FNDC3B","black"
"FNDC4","brown"
"FNDC5","grey"
"FNIP1","yellow"
"FNIP2","turquoise"
"FNTA","blue"
"FNTB","grey"
"FOLR1","brown"
"FOLR2","brown"
"FOLR3","black"
"FOS","yellow"
"FOSL2","red"
"FOXB1","brown"
"FOXC1","grey"
"FOXD4","grey"
"FOXD4L3 ","grey"
"FOXI2","brown"
"FOXJ1","brown"
"FOXJ2","pink"
"FOXJ3","blue"
"FOXK1","blue"
"FOXK2","grey"
"FOXN2","yellow"
"FOXN3","green"
"FOXO1","blue"
"FOXO3","pink"
"FOXO3 ","pink"
"FOXO4","pink"
"FOXP1","turquoise"
"FOXRED1","pink"
"FOXRED2","grey"
"FPGS","brown"
"FPGT","yellow"
"FPR1","red"
"FPR2","yellow"
"FRAT1","green"
"FRAT2","red"
"FRG1 ","blue"
"FRMD1","brown"
"FRMD3","grey"
"FRMD4A","pink"
"FRMD4B","grey"
"FRS3","brown"
"FRY","grey"
"FRYL","blue"
"FSCN1","brown"
"FSCN3","brown"
"FSD1","brown"
"FSHR","brown"
"FST","brown"
"FSTL1","grey"
"FSTL3","grey"
"FSTL4","grey"
"FTCD","brown"
"FTH1","red"
"FTO","turquoise"
"FTSJ1","blue"
"FTSJ2","blue"
"FTSJ3","turquoise"
"FTSJD1","blue"
"FTSJD2","grey"
"FUBP1","grey"
"FUBP3","blue"
"FUCA1","blue"
"FUCA2","turquoise"
"FUK","turquoise"
"FUNDC1","blue"
"FUNDC2","pink"
"FURIN","pink"
"FUS","turquoise"
"FUT1","brown"
"FUT4","grey"
"FUT5","brown"
"FUT6","brown"
"FUT7","red"
"FUT8","blue"
"FUZ","pink"
"FXC1","turquoise"
"FXN","turquoise"
"FXR1","yellow"
"FXR2","grey"
"FXYD1","brown"
"FXYD2","brown"
"FXYD5","turquoise"
"FXYD6","grey"
"FYB","red"
"FYCO1","blue"
"FYN","turquoise"
"FYTTD1","blue"
"FZD1","yellow"
"FZD2","grey"
"FZD5","grey"
"FZD8","brown"
"FZR1","pink"
"G0S2","black"
"G2E3","blue"
"G3BP1","blue"
"G3BP2","yellow"
"G6PC3","brown"
"G6PD","red"
"GAA","green"
"GAB1","yellow"
"GAB2","grey"
"GAB3","red"
"GABARAP","brown"
"GABARAPL1","grey"
"GABARAPL2","pink"
"GABBR1","black"
"GABBR2","grey"
"GABPA","yellow"
"GABPB1","yellow"
"GABRA3","brown"
"GADD45A","black"
"GADD45B","black"
"GADD45G","grey"
"GADD45GIP1","turquoise"
"GAK","green"
"GAL3ST2","brown"
"GAL3ST4","turquoise"
"GALC","yellow"
"GALK1","red"
"GALK2","blue"
"GALM","grey"
"GALNS","red"
"GALNT1","black"
"GALNT10","grey"
"GALNT11","turquoise"
"GALNT14","black"
"GALNT2","black"
"GALNT3","yellow"
"GALNT4","yellow"
"GALNT4 ","grey"
"GALNT6","pink"
"GALNT7","yellow"
"GALNT9","brown"
"GALNTL1","grey"
"GALNTL4","brown"
"GALR3","brown"
"GALT","turquoise"
"GAMT","brown"
"GANAB","turquoise"
"GAP43","brown"
"GAPDH","black"
"GAPT","yellow"
"GAPVD1","grey"
"GAR1","blue"
"GARS","turquoise"
"GART","blue"
"GAS2L1","grey"
"GAS6","grey"
"GAS7","red"
"GAS8","brown"
"GATA1","pink"
"GATA2","turquoise"
"GATA3","turquoise"
"GATAD1","turquoise"
"GATAD2A","green"
"GATAD2B","green"
"GATS","grey"
"GATS ","grey"
"GATSL1 ","brown"
"GATSL3 ","grey"
"GBA","black"
"GBA ","black"
"GBA2","grey"
"GBAS","yellow"
"GBE1","black"
"GBF1","grey"
"GBGT1","brown"
"GBP1","grey"
"GBP2","green"
"GBP3","yellow"
"GBP4","grey"
"GBP5","grey"
"GBP6","grey"
"GBP7","green"
"GCA","black"
"GCAT","brown"
"GCC1","green"
"GCC2","blue"
"GCC2 ","grey"
"GCDH","grey"
"GCET2","turquoise"
"GCFC1","blue"
"GCGR","brown"
"GCH1","yellow"
"GCHFR","turquoise"
"GCLC","pink"
"GCLM","black"
"GCN1L1","turquoise"
"GCNT1","black"
"GCNT2","pink"
"GCNT3","brown"
"GCOM1","grey"
"GCOM1 ","blue"
"GCSH ","grey"
"GDAP1L1","brown"
"GDAP2","yellow"
"GDE1","pink"
"GDEP","brown"
"GDF1 ","brown"
"GDF11","turquoise"
"GDF15 ","pink"
"GDF5","brown"
"GDI1","red"
"GDI2","yellow"
"GDPD3","green"
"GDPD5","pink"
"GEMIN4","turquoise"
"GEMIN5","blue"
"GEMIN6","grey"
"GEMIN7","grey"
"GEMIN8","grey"
"GET4 ","grey"
"GFER","turquoise"
"GFI1","grey"
"GFI1B","pink"
"GFM1","blue"
"GFM2","blue"
"GFOD1","grey"
"GFOD2","black"
"GFPT1","blue"
"GFRA2","brown"
"GGA1","turquoise"
"GGA2","turquoise"
"GGA3","green"
"GGCT","blue"
"GGH","grey"
"GGN","brown"
"GGNBP2","yellow"
"GGPS1","yellow"
"GGT1 ","black"
"GGT5","brown"
"GGTA1","grey"
"GH1 ","brown"
"GH2","brown"
"GHITM","grey"
"GHRHR","brown"
"GHRL","grey"
"GIGYF1","grey"
"GIGYF2","green"
"GIMAP1","turquoise"
"GIMAP2","yellow"
"GIMAP4","blue"
"GIMAP5","turquoise"
"GIMAP6","blue"
"GIMAP7","turquoise"
"GIMAP8","blue"
"GIN1","yellow"
"GINS1","grey"
"GINS2","grey"
"GIPC1","brown"
"GIT1","brown"
"GIT2","green"
"GIYD1 ","grey"
"GJB6","grey"
"GJC2","brown"
"GK","black"
"GK5","black"
"GKAP1","grey"
"GLA","grey"
"GLB1","green"
"GLB1L","grey"
"GLB1L2","brown"
"GLCCI1","green"
"GLE1","grey"
"GLG1","green"
"GLI3","brown"
"GLIPR1","green"
"GLIPR2","red"
"GLIS2","grey"
"GLMN","blue"
"GLO1","blue"
"GLOD4","blue"
"GLP2R","brown"
"GLRX","black"
"GLRX2","black"
"GLRX3","blue"
"GLRX5","pink"
"GLS","blue"
"GLT1D1","red"
"GLT25D1","black"
"GLT25D2","brown"
"GLT8D1","blue"
"GLTP","black"
"GLTPD1","grey"
"GLTSCR1","grey"
"GLTSCR2","turquoise"
"GLUD1","blue"
"GLUD1 ","blue"
"GLUD2","brown"
"GLUL","grey"
"GLYATL1","brown"
"GLYCTK","grey"
"GLYR1","green"
"GM2A","black"
"GMCL1","yellow"
"GMCL1 ","yellow"
"GMDS","grey"
"GMEB1","grey"
"GMEB2","green"
"GMFB","yellow"
"GMFG","black"
"GMIP","red"
"GMNN","grey"
"GMPPA","grey"
"GMPPB","grey"
"GMPR","pink"
"GMPR2","red"
"GMPS ","blue"
"GNA11","turquoise"
"GNA12","pink"
"GNA13","yellow"
"GNA15","black"
"GNAI2","red"
"GNAI3","red"
"GNAO1","brown"
"GNAQ","black"
"GNAS","grey"
"GNAZ","grey"
"GNB1","red"
"GNB1L","grey"
"GNB2","red"
"GNB2L1","turquoise"
"GNB4","yellow"
"GNB5","grey"
"GNE","yellow"
"GNG11","grey"
"GNG2","yellow"
"GNG5","black"
"GNG7","grey"
"GNG8","pink"
"GNL1","grey"
"GNL2","blue"
"GNL3","blue"
"GNL3L","blue"
"GNLY","turquoise"
"GNMT","brown"
"GNPAT","blue"
"GNPDA1","turquoise"
"GNPDA2","blue"
"GNPNAT1","turquoise"
"GNPTAB","blue"
"GNPTG","blue"
"GNS","red"
"GOLGA1","black"
"GOLGA2","red"
"GOLGA3","turquoise"
"GOLGA4","blue"
"GOLGA5","yellow"
"GOLGA6L1 ","brown"
"GOLGA6L4 ","grey"
"GOLGA6L7P","brown"
"GOLGA7","yellow"
"GOLGA8A","blue"
"GOLGA8A ","turquoise"
"GOLGB1","green"
"GOLM1","grey"
